user_id,actual,own_rec_baseline
2186,"[  824180   844179   909894   919180   951590   963835   982790  1067657
  1082185  1096036  1106523  1135552  5570408 12782181 15506577   821974
   870547   986912  1000753  1003793  1108643  6513810  6463907  6464074
   822339   912137   920421   961980   979707   995785  1038663  1076226
  1077490 12132277 13505839 13876669   833025   866211   899624   921744
   932248  1012556  1029688  1064071  1111236  1122112  1135476  5569230
  6424471  6442975  8090521  8290587]","[1138508, 1008625, 907308, 1091383, 821741]"
2188,"[  837751   863449   871756   874670   885858   886570   897610   901403
   911470   929341   936741   946308   947797   948119   961554   971053
   976047  1044078  1051516  1054688  1068708  1074650  1106896  1127328
  1133018  6978886  7409997 12262992 12731506 13877197  1112870   851241
   869728   996087  1019386  1050534  1056746  1090040  5569338  6919447
 13986925 15927514 15972115   820165   874651   908531   913089   913210
   930917   933835   964968  1042702  1065593  1082185  1083493  1084066
  1101010  1132178  1133827  6034249  6034752 12187390   897811  1110392
  6034643 12648700]","[932949, 1120616, 845975, 835239, 996114]"
2189,[ 1081177  1082185 13910974 13944371   866211   913155   913210 15737472],"[1015280, 1065979, 1063739, 985605, 937626]"
2190,"[  951590  6534178   833715   834484   843756   846830   861419   865456
   866140   870547   876777   898349   900667   908531   910745   938700
   940023   954963   958700   962229   976998   986021   993638   994928
   995785  1030819  1042907  1044078  1066685  1074405  1077373  1103902
  1103903  1105034  1112941  1116476  1133018  1135476  5568197  5568228
  5568378  5592736  6533608  6534077  7466774  8019954 13213029 13877192
 15506577   828867   911409  1039156  1053282  1082947 13072980 16809589]","[926804, 12263449, 1005202, 10344971, 1111986]"
2193,"[  823704   824005   833724   836393   842470   849100   849315   855138
   856435   862725   867020   869742   870780   878775   889989   892844
   898212   904360   909268   911301   922127   923789   934809   940947
   962568   965270   967395   976767   979239   979707   995785  1000586
  1004046  1005274  1016142  1055425  1067779  1070214  1070820  1078063
  1083341  1083446  1101173  1104414  1118623  1135476  5566674  5569845
  5581910  6919354  7168389  7466252  9242345  9833549 12428029 12428330
 12428381 12781564 12984929 13007693 13038931 13115626 13115895 13213115
 13876348 13987221 14024987 14077316 15452407 15972790]","[6552253, 889989, 9553048, 1118878, 7410071]"
2194,"[ 1048068  1062128  1108973   954495   965679   945909  9368038   906262
   854852   995242  1082185   834129 17992899   865026   887618   904777
   933835   962372   981760  1016709  1039156  1040807  1055646  1131321
  1137775  5568378 12352293 15926886   853448   887661   975460  9526103
   910608  1055427  1095275 10341697   873325   999639   849589   923413
   981609   989964   820301   879699  1049131  1079228  1121720  1135195
  8090537   856252   987480  1065593  1128665  5569230 15926775  9396688
   993638  1136033  9523079 12384629   906763   979707   994149  1017325
  1081177  9337131   850768   922736 13512659   948384  1053282]","[1042571, 880310, 843111, 1121720, 1063707]"
2195,[1115358],"[972657, 835558, 1117690, 904241, 1036501]"
2196,[ 837304  857605  995242  999104 1053690 1082185],"[981591, 1027835, 999104, 991761, 10204488]"
2197,"[ 820923  913026  964356  994928 1036262 1039156 1042685 1065903 1068719
 1117348 9803813  866043  879504  950206 1102959 9446692]","[820923, 879504, 1033913, 1076769, 1056651]"
2198,"[ 1112473 13842088 13842214 15777852 15927033   910473   913210   942817
   953476   967332   981760  1028166  1082185  1108624  9571047 13842090
   823758   824176   845462   873044   878775   895454   908318   926307
   948670   951412   970619   995242  1005274  1108714  1118244  1127179
  1129709  1134062  7409670 10204279 12302100 13115983 13213339  6534178
   878739   982790   827683   909761   979707   995785  1044078  1051402
  1097497  5980897  6391244 13987135   845196   862349   867668   896369
  1029504  1056746  1077555  1082172  1096036   865026   879948   916909
   941658  1006878  1055201  1118264  5978656  6979518 13512399 15716671
 15741259 10204822   883404   962568   844179   887962   890695   930917
   964521   986869  1026550  1033212  1104475 15742123   856252   861282
   892573   914190   940766   965766 15926775  1041796  1065593  1082544
  1115577 15741787   921504   922753   933835  1131321   849202   959985
  1030362]","[9526770, 1106117, 1054954, 1108624, 873044]"
2199,"[12484608   820165   839485   847049   872177   923789   929668   933835
   934369   999973  1050229  1058997  1082185  1101010  1139525  5569327
  6602199  8273950 12263620 12582361 13072944 15630096  6534178]","[975938, 906658, 1058021, 905436, 848268]"
2200,"[  840601   923746   932420  1042000  1050482  6391086  9677850   820165
   820361   830750   834952   844179   856772   857736   877935   897954
   908775   931671   931777   944534   981760   996087  1000806  1010571
  1026118  1034956  1039156  1043366  1054683  1059823  1062002  1066097
  1078388  1081262  1082185  1083296  1086233  1092026  1100691  1110255
  1123045  6463819  6464150  7442353  7443130  8019216  8019273  8019563
  9707199  9859182 12132648 13157945 13189861 13382242 14024948 15717057
 15797817   821219   822178   823704   845208   867272   940766   951561
   970030   995785  1100379  1100658  1102416  1133018  1139493  5568489
  5569845  6534035  6534480  9677886 13513326 16770147   845622   913686
  1096317  7168026]","[6773232, 825249, 837339, 6772833, 845814]"
2202,"[ 834484  834988  862642  873203  886703  911548  927400  938300 1010424
 1029616 1067273 1095100 6034857]","[1404121, 1070803, 918046, 841016, 1093490]"
2203,"[  819927   834382   847270   863030   903505   906864   931078   942676
   953008   979707  1006878  1027569  1029743  1038217  1041559  1042915
  1044078  1060705  1061053  1069334  1070272  1078700  1101822  9673380
 10150013 10254469 12262728 12524222 12525038 12731571 15926878  6534178
   824326   848355   850133  1011459  6391016  9297511 13039703 17291785
   877611   919157  1106592  6534077 14111120]","[1018818, 834382, 5568732, 882496, 917438]"
2204,"[  961447   981760  1123035  9527257 10285411   844165   863762  1013928
  1037340   857849  1022254  1037863   918331  1082185  1121410   833724
   840011   848154   902167   905868   912810   918335   920205   951590
   953104   953345   976480   987562  1039156  1043590  1044078  1044188
  1044895  1047226  1049897  1056212  1070214  1077703  1109196  1128240
  1136257  5568228 10457128 15629778 15630096 15926887   911215   914513
  1094955]","[840011, 820923, 10457128, 1043006, 893802]"
2205,"[  839634   882247  1019382  1082185  9419585  9419648 13133557 15737472
   835558   885463   926318   938849   954077  1012941  1101721  1117904
  9527183  9677315  9677555 12300980 15451883 15596538 15596834]","[954077, 885463, 1048483, 1085435, 962199]"
2206,[  877337  1029743  1059347  1135552   972191  1053022  9931660 15927170],"[939602, 896602, 6396566, 1070803, 857697]"
2207,"[  993689   997200  1070272  1126400  6551782   986912   972931  1127732
   845992   861792   956486   969866   979707   982283   988416  1004906
  1033220 13071901 13073103   870442   901915   929421   952523   980823
  9527551 15863815 15863847 15972927   995242   858419   891720   915349
  1128271  1138772  6978886  9368501  9858801 16058672]","[1090330, 915349, 850795, 9297062, 997200]"
2208,"[  944249  1106523  5569230   883932   909894   970760  8090532  9396673
   819978   962229  1065593  1101010 15926886   844179   847344   854405
   865456   899624   904812   905978   932464   953278   971165   981760
   985119  1031740  1033615  1062966  1066069  1069979  1081262  1091499
  1106271  1110695  1128016  5568378  5581910  6464165  8291322 13877192
 15452812   833715   877463   879752   888111   920191   952317   974108
   994928   999270  1022011  1033751  1048472  1053282  1082185  1116589
  1122085  1133018 12301109   843346   848329   852360   876504   883404
   892008   899019   928049   930917   931136   940947   941741   944137
   962283   962991   995785  1012941  1039126  1045220  1050229  1068719
  1081479  1082627  1091449  1104649  1116476  1127825  1135552  1136341
 12324952 13380863 13381483 13504412   987480  7442303 13095243 15926638
  1136486   828143   845208   848029   860776   864312   874972   889912
   894401   902659   906017   918588   931255   936374   939918   942525
   948756   961554   961791   962206   964968   972931   981086   989069
   990797   995226  1000050  1006184  1013321  1016709  1022003  1030182
  1042907  1044207  1054326  1056005  1056762  1072523  1074738  1075300
  1106064  1126085  1126703  1128206  5564526  5592734  6464069  6772645
  7441210  8181355 10150097 12188110 12262735 12810422 13189554 13910669
 15566731 15831035 15926775 17291639 18005872]","[1028891, 1112825, 1095587, 1126045, 1053489]"
2209,"[  880701  1008892  1052291  5981542  9337369 12524327 12811857 12812329
 13158067 13190625 13776545 13776979 17291650   855674   859075   868015
   869728   880150   890695   890986   929986   938700   941891   961554
   979707   981760   983623  1001602  1004906  1013572  1013784  1016709
  1025628  1030819  1051223  1059665  1065380  1071939  1119555  1135476
  5578547  5995439  6463738  9837182  9884509 10201698 12987880 13095529
 13511916   933238  6534166   938319  1000908  1002850  1009187 13213411
 15629927 15686963 15777852]","[1027874, 876548, 822677, 6534166, 1038443]"
2211,"[  859075   867469   871433   933986   951703   952408   998119  1058997
  1082185  6533936  7168286 12524323 15452454 15511143 15863524 15927254
   849809   914577  1040693 10121965 13213470 13382310  6534166   824005
   837448   844560   845715   872137   888178   900586   909576   933456
   946489   989045   989935   998244  1003472  1003600  1018822  1030409
  1038116  1039156  1042907  1063395  1068708  1070820  1088387  1092120
  1094924  1135476  5566321  6034648  6424447 12324956 12984929]","[1126045, 951102, 1119942, 871433, 6533936]"
2212,[ 840505  904779 1092026  908213 1000736],"[1117059, 5568964, 5569601, 1017838, 1010440]"
2213,[ 1036139  1052912  1096243  5565417  9268695 13190294   874236  1121255],"[835558, 1049735, 836085, 926011, 885356]"
2214,"[  990817  1090291   839766   841220   849843   898212   930870   945611
   952653   987562   995151  1029743  1110764  1115187  1131321  1137775
  5568378  8090532  8090536 13986239 13986925 14024972 15741936]","[1112957, 1075524, 1097544, 871097, 13986925]"
2215,"[  819840   854972   877798   899624   948650  1030502  1067695  1078011
  1122085  6442496 12696250 13213357 13213410   855257   901306   917249
   923746   929726   944486   955887   987480  1017472  1018050  1041259
  1117514  1133018  5585510  6395928  9526140 13506119   890610   973522
  1051516  1082185  6039654]","[1018050, 1112205, 1077975, 823576, 928932]"
2217,"[  986468 10356076   862349  6391534  8293439  8293440   847521   847982
   850058   854852   896444   901062   905913   916122   919158   919385
   923746   953476   961554   962274   976998  1013321  1022254  1073506
  9338009 16769936 17330026   917423  5571355  6548777 10345155   853235
   953155   956397  1028816  1031884  1120256  5570166  7409971  7410016
  9419993 13071901 15483159 15512141 18037793]","[1092588, 905436, 5995596, 9338009, 905340]"
2221,"[  842392   855031   900610   931671   942475   985105  1040371  1082185
  1120261  7410320  9297282 12599601 13007352 15973208   891217   901666
   956689  1058997  1097382  1109516  1133629  1134058  7409918  7410321
  7410341  9483663 12385844   914907   952563   991761  1089381  1092945
  1098066  1135408  5569374  7167864  8160430  8177622  9526630 10180324]","[900610, 6533368, 989409, 1112825, 824796]"
2222,"[  866548   938714   952653   973916  1047944  5568729 10456973   922127
   961554  1072870  1116821 15597011]","[900770, 1069268, 1070782, 1014915, 935200]"
2223,[1133018 5568197  883404],"[834103, 5572828, 878222, 1011300, 9802914]"
2224,"[  907418  1062973  9297106 13416129  1071594   827999   829621   846202
   849843   860975   862349   883739   902856   922318   950557  1011645
  1030362  1031087  1039549  1051882  1059891  1070272  1075171  1082185
  1097761  1129610  1131488  7409874  9832156 10456575 15717118   967461
  8019916  8020167  8068395   867931   890695   893501   900145   926206
   927191   928559   970866   994928  1007210  1010676  1049752  1066251
  1125382  7167967  7168463 13213032 15926844 15964384 15972213 17104780]","[923670, 1007210, 1097761, 1008012, 1095587]"
2225,"[  856435   964011   997202  1031906  1046756  1103377  6039640  9364200
 10201384 12384779  1011832  7442006   841220   893221   896862   908531
  1070639  6979545 10457471   834484   835098   850990   861706   863447
   866871   874354   883363   918994   944137   951412   961554   962782
   967063   970202   972794   984827  1008626  1033142  1041259  1115801
  1137688  8119135 15452357 15972570   824005   856345   873887   908318
   997506  1003441  1093359  1118281  6513713  9483753 16734005   822348
   866292   891061   897907   913459   920200   928838   944823   987724
   989824   991435   995785  1004906  1008602  1011578  1014206  1028296
  1047944  1050851  1051468  1070214  1075074  1090953  1110111  1131620
  1135476  9297474  9707010   829852   859160   870421   919704  1033977
  1034686  1091246  1121281  6039889  9297284 12523951]","[992150, 873887, 9483753, 1059891, 1003441]"
2226,[ 1112949  8205639 13776705 13776981],"[822677, 1027874, 1028422, 7024847, 13511722]"
2228,[ 883404 1050741 1082185 1131529 1134483 8019645],"[1001333, 1037840, 971474, 1098284, 939860]"
2229,"[  835595   857503   862349   872098   873527   880253   880427   888014
   890612   893501   893868   899019   902806   905986   938700   965772
   968774   990866   995965  1000205  1022757  1023059  1038443  1047226
  1051093  1068451  1077490  1082185  1092040  1096343  1124507  1127716
  1129709  5574377  7410215  9707137 13039059 13094962 14025185  7409599
   858918   865156   881047   885779   888476   888481   895070   911088
   938566   941734   951907   961554  1031864  1078011  1079223  1085803
  1092588  1101706  1117541  6442820  6443136  6534881  7166797  7410290
  9524511  9553340  9677617  9832529   820222   822739   834102   862987
   930504  1006027  1014206  1018029  1028816  1034686  1041259  1043301
  1047944  1054917  5585510  6463534  9446216  9677286 10456261 13008326
 13039088   918410   974306  1111786  9553060]","[835595, 965772, 880253, 1051093, 5574377]"
2231,"[  870756   885023   892008   905081   915955   916122   925862   930917
   970030   993466   995785   996269   999798  1027572  1041259  1046191
  1060407  1079840  1082185  1110341  1112598  1119405  1131344  5567755
  5592610  5981267  5981515  6442986  6513713  8288354 14025223 17974606
  1111391   878234  1126899   825208   830526   865751  1125278  5978656
  9245467 13416454 14025592 15595979 15596513 15596514]","[1053329, 1005637, 825208, 5981267, 827332]"
2233,"[  834484   835004   839357   853904   861272   861626   871033   885463
   887219   926318  1037863  1046382  1075157 10149839 10284966   943076
  1109014  6534178   880150   885572   894752   901666   911088   926018
   927851   933645   934519   960791   961554   971922   979707   988416
   993698  1002552  1003600  1006601  1013746  1023059  1041259  1051468
  1058997  1098844  1117514  1137221  6443259  9487286  9803810  9833656
 10121833 12525346 13378876 14024881 18005579 18056453   828143   907946
   941518   942466   950463   975134  1052912  1066088  1082185  1127495
  1137775  9704731 13672062 15716417 16770106]","[1033913, 966891, 906502, 885463, 947654]"
2234,"[  838738   852856   854754   855468   859589   878026   915493   915539
   984315   997309   999104   999599  1001266  1002850  1005756  1037902
  1067273  1085137  1099197  1103377  1121694  5585068  7443456  9487885
 10456185   887220   920818   933060  1044715  1061614  8290987 15686910
  6534178   866227 13115915   827578   844179   848029   936355  1107839
 16059046 13212996   930242   953180  1013321 13003101 13653499]","[915493, 1070803, 854754, 878026, 997309]"
2235,"[  899624  1027569  9704174   884579   927020   958023  1117151  9837262
 10456457 13511757 15563917 15863761   830156   857130   889188   891585
   902396   943320   958046   965395  1071302  1090820  1116791  1128698
  8249290  9297062  9527184]","[857130, 1118623, 12427353, 1070803, 1036753]"
2237,"[ 6534178   849202  1129049 12648296   860776   908531   918098   938566
   957522   961554   973916   978077   995785  1055646  1082185  1102453
  1116821  6533936  6534074  9483753 10121965   865456   904997   921744
   927030   929704   957411  1034886  1105623  1115874  1135258  8203451]","[824073, 1051626, 1100265, 878442, 1028579]"
2238,"[  833723   849843   851676   878302   913089   913202   991592  6034249
  6463658  7167218  7440663 10285137   854900   979707  1005186]","[6391080, 971983, 1109778, 991379, 978965]"
2239,"[  999971  1029743  1127624 12781510   840361   859010   890610   890999
   892500   904375   937845   975649  1049788  1076875  1085604  1092026
  1132911  6396566  7409971 12731484 13777278 15972414 17214971 17957772]","[9245462, 847066, 905087, 7410071, 996458]"
2240,[ 965864 1110244 7407023 7409670],"[1048299, 982469, 1044188, 930137, 987218]"
2241,"[  844991   878996   933835   981760   995242 12599596   847982   951190
   993638   994928   830887   857283   898068   913202   916122   917816
   960858  1003188  1031083  1077588  1128240  6463658  7025046  7167218
  7440665 12301100 12523982 13910669  6463483  7441498]","[1132763, 1029112, 886996, 397896, 1012913]"
2243,"[  845208   893868   899624   905913   923746   938700   960528   965292
  1013321  1029624  1044078  1053690  1107039  1139651 12810389   825170
   885290   885592   927191   961631   975644   976955   990004  1008814
  1051323  1070820  1074333  1108643  1114765  1122358  1135354  6463808
  6632779 12985761 13095004 15597022  1008032   821840   823704   837677
   838351   839419   844179   846014   848029   849843   850645   874972
   883601   897125   899201   900802   906026   942465   960142   981095
   995876   996444  1005609  1007642  1014238  1024032  1043506  1054047
  1058930  1068292  1075275  1079023  1092937  1096036  1120532  1123496
  1129031  1135578  7025202 12386122 12731432 12810391 13189981]","[994577, 1139651, 854920, 897083, 1012052]"
2244,"[  859075   866118   884897   971285   981521   982790   999971  1040669
  1098066  1109948  1111839  1116020  1119089  5568721  5995303  9878867
 15717057   882830   916381   955858  1108131  1122358 12172409   839147
  1022872  1124729  8293732   956028   964968   967762  1012587  1088835
  1136257  5568378 12324954   913089   914190  1079541 10204487   858373
   866227   948832   954351   956100  1040674  1132366  8091230   845537
   846823   914513   989075   995242  1036432  1050131  1123720  1131344
  5569327  7409957   914967  1080414  1095970   840361   858478   865456
   870547   873654   905537   920421   942817   959985  1010255  1022254
  1040371  1098692  1116477  1134522  7440663 13671857 14050536 15972333
 17179826   883404   985893  1016377  8069336  1138189   900185   960858
  9527487   833715   864774   939965   942525  9526673   821344   894406
   962229  1013999  1017841  1056762  1132770 15506577   835796   861819
   965766  6703892  7166861  1051305  5569845  8090521  8090537   989101
   990941  1074200  1085780  1119546  5570408  5978656  8181377]","[834833, 989354, 1108131, 884897, 1075765]"
2245,"[  895540   909249   984715   995965  1024574  1055970  1082185  1087106
  1088555  1114597  8019716  9571047  9677236  9913338 17285551  6534178
   830750   830775   830887   836445   842886   843376   845193   851066
   854976   859075   865528   871433   877570   885290   914868   937439
   941033   942189   951102   951590   951703   951793   962274   976065
   979707   988716   989101   990453   991949   995785  1004906  1015280
  1023020  1029968  1037863  1044078  1053690  1053931  1059763  1068561
  1071995  1082141  1099991  1112766  1127732  1133018  1135768  5583623
  6553737  6978886  6979516 16809317  6533765   833715   866211   878996
   994928  1084551  1106301   976998   981521   995242  1039156  1041381
  1049375  1061746  1069609  1087929  1088205  1120258  1138132 14024987
   837561  1064233   852182   897581  5592392  5978656  8181495  9526563
 13213211   849843   861272   905059   938700   961032   961554   968737
  1030819  1033046  1086165  1088873 10149761]","[951102, 825618, 951703, 1082310, 888532]"
2247,"[  951071  1016332  1019247  1034176  1110843  1121360   936685   997272
   825618   836445   866211   878996   890695   899624   903745   907994
   911311   918368   930283   932503   951102   951703   952317   965766
   992730  1000488  1000753  1048440  1051323  1128665  9707137  9836452
 10149656 10250632 15595945 15596094 15777852   835618   872137   883404
   997978  1053730  1106523  1110292  1126203  9297614 10456467 10457518
   828055  1107373 10456184   853172  1105301  1082185 10285373   912681
   995785  1022254  1082212  1135476 15927169 17104478   821845   843656
   860439   907308   919153  1020512  1039156  1049695  1101173]","[1115069, 919963, 1029112, 1065538, 1006187]"
2248,[ 897752  923723  951197  960613  976872 1108094],"[916909, 919406, 987122, 892376, 1071812]"
2250,"[  846764   883817   884518   955399   987557  1085154  1123958  8181377
  9396673 15452354 15452443 15452644 15452805   868546   957063   983050
  1094955]","[860890, 1033769, 1085154, 1048483, 985911]"
2252,"[  919596  1134161   839766   842416   856524   861819   869077   919682
   944534   995242  1008824  1050229  1054654  1073506  1082185  5563930
  5569327  5995150  6039859  6548534 10249297 12731616 17248770  6534178
  1030362  1067425   822346   845705   897752   957741   991268   992292
  1031065  1043895  1044599  1082611  1134483 12577242 15596180 17249934
   992946  1128900   868727  1065873  6602327   866025   893501   896862
   977545   984575   987562  1066069  1081853  1096036  8180900  9194683
   951971   981900   999270  1075032  1080414  1122568  1124729  6633078
  6633276 12384365 16734322   916767   931606  1030981   899844   963699
   967395   871162  1009770  1017841  1058021 14043983  9194207   859010
   867585   883404   908531   923746   973916  1055646  1069415  1089381
  1104343  1133018 10200563 15926775   914190   940766  1055499  1128016
 12330607  1118393   838431   940980   993638   994607  1017061  1051402
  1101010 10457401   838136   980948]","[916767, 923780, 1027874, 1087362, 871162]"
2253,[13413299   826099   866025  1058378 12262987],"[828427, 1027874, 1138292, 822677, 1080566]"
2256,"[ 1144026  1147810  1150243  1153659  1159326  1171832  1178335  1178871
  1179381  1192704  1195192  1201100  1204210  1204238  1216712  1236320
  1251216  1291420  1311202  1319111  1321124  1359940  1380712  1380910
  1384556  1385639  1390215  1400939  1402517  1409814  1413191  1428766
  1437981  5637894  5658578  5997527  5997531  6461913  6555840  7172838
  7411719  7411754  9243297  9299431  9299432  9422065  9487045  9528422
  9684148 10340827 12264729 13116458 13842914 13877331 13987425 14026910
 15453554 15575206 15597395 15974402]","[1404121, 12263626, 866548, 10198378, 827856]"
2257,[1104349 1106523 1030734 1034631 1126465],"[1104349, 1116376, 975633, 10341697, 1001277]"
2258,[821025 833940],"[9526624, 1095040, 828139, 971983, 936830]"
2259,"[  822346   825289   830750   831536   859010   861819   894511   910673
   935284   941741   982790   994262  1007191  1038315  1042438  1044078
  1055863  1062966  1071939  1079292  1083721  1097815  1106523  1109615
  1111306  8205218  9527159  6533765  6534178   837107   837366   840255
   848015   863447   868953   917384   925364   944317   947858   977499
  1012587  1014238  1022956  1058779  1070702  1089066  8249126  9194664
  9833000 12301100 13003092 13115749 15926887]","[845053, 1052920, 850925, 13115894, 961313]"
2260,"[ 6534178   835098   900770   951590   954642   995242  1014915  1033846
  1101771  5568758  6534077  8090521  8090532  8292884 10285149 13842214
 15452396 15452531 15452677]","[10285187, 900770, 845522, 1003770, 986635]"
2261,"[  824546   826666   827180   843464   851676   852940   863878   883932
   899624   901397   911812   916122   926905   932863   938700   940996
   943286   944534   948650   951590   952781   952981   955370   975085
   983584  1005902  1013321  1033046  1044299  1061220  1070272  1082185
  1106523  5567901  5568378  5569071  6039859  6602504 12301109 12810393
 13190368 15717057 17105749  6534178  1037840   829491   838563   847982
   848247   849264   861279   864137   910032   910473   929668   945774
   989249   995785   995876  1004385  1042907  1046587  1086001  1099197
  1126703  1132968  5567588  7410341  9245106 10284973   844282   891516
   913958   973135   998556  1009361  1039126  1093830  5568011  5581335
  6463464  6463709  9527408 12172043 15687052]","[975085, 963686, 940996, 883186, 926905]"
2262,"[  921313  1001266  1019247   833383  1062782  1127338  6773232 10341697
   829323   849843   976998   989249   994928  1123842 18055331]","[6773232, 1019247, 919589, 1043095, 6391080]"
2263,"[ 1044078   820165   833025   839188   842930   849843   852065   853172
   858373   866937   868909   876932   877580   889362   908531   912013
   912949   922907   927191   939636   940700   948650   956486   974108
   976199   976998   979707   988208   992529   994928   995242   999318
  1000278  1003188  1003916  1029477  1030981  1038462  1061220  1082185
  1093403  1104405  1116497  1122641  1123194  1123792  1125077  1138854
  5567169  5592931  6463464  8019716 10312139 12132315 12946027 13007514
 13876346]","[1116207, 860703, 834236, 920367, 6391381]"
2264,"[  880139   913623   930118   995478   995965  1024306  1026118  1044227
  1077703  1082185  1126899  6602729 12731436   820165   837769   850652
   860776   872245   880150   961554   979707   991886   999730  1008212
  1058997  1061394  5564303  5566472  5587656  5590695  6602327 10457044
 10457177 13095558 15717045 17249835   862732   889731   897088   943076
   953320   958780   964133  1035386  1039484  1107373  5565925  7410014
 12172178 12383754   885447   999250  1077535   878996   908318   955075
   970030   992986   997272  1009862  1138854  6034648  6979437  1053530
  1096635  5569374  6546065  7442180   832311   857865   861706   878732
   883616   893438   916122   931608   938700   946273   949991   952394
   956672   966549  1012648  1028275  1030819  1056524  1065021  1078666
  1083568  1106271  1108755  5981267  6703789  9265288  9835960 13133787
 15716041 15778553 15926507 15972592 15973315   827261   901840  6546066
  7166839  9296819 10456369 15716445   827802   843373   990055  1000237
  1094640  1106145  6039972 15596705 15596991   833940   889105   894473
   895846  1001680  1010424  1101502  5568729  8293166 13986997 17179873]","[10457044, 5566472, 8011397, 964133, 1033913]"
2266,"[  911812  1022003  9487769  6534178   821788   836647   840361   845715
   847270   862349   873178   896913   900802   903325   918294   921288
   922444   923789   924531   951412   964365   984615  1008547  1015177
  1021152  1028816  1051052  1053039  1053875  1054402  1077512  1086367
  1091964  1107553  5592779  6602371  6602697 10121829 10306692 12171340
 15626030 17290588 17291307   859129   976405  1112748  8068333 13115375
 15716975   845208   847186   862866   871433   875970   885023   898212
   916993   927191   929668   951102   951703   967476  1039937  1045220
  1062660  1070820  6034857 15596094   821136   854754   857390   861656
   867411   898480   901455   906658   928759   936169   942448   955215
   959038   965208   982320   989375   990504   991864  1014001  1017879
  1024306  1040829  1043721  1056573  1077515  1087083  1113030  1131767
  1135476  1138352  6039759  6463775  6464208  7409521  9553047 10285133
 12131969 12132550 13213524 15452140 15629905 15717069 15863849]","[990504, 967476, 923789, 1057168, 1006664]"
2267,"[  834484   849843   881047   883404   883621   887953   895617   903350
   905357   906658   913210   962568   987838  1033044  1041259  1065268
  1070204  1071333  1077373  1088147  1091901  1092424  1101956  1118614
  1119405  1126899  6514160  6602440  6704415  9859217 13512739 15452231
 15452354 15595804 16734419   824005   859427   860776   868868   903325
   944142   948086   951240   983278  1024139  1035111  1035715  1135552
  5566923  8069350  8091601  8292967  9676991  9677052  9677479  9837375
 13115980 13382213 15717057 17104566  6534178   820352   825749   830965
   926983   943081   979682   995785  1005186  1038024  1039589  1053107
  1056065  1110843  1134137  6773108  8292958  9676944   835619   840361
   894511   898612   909894   918368   937555   992730   997272  1007796
  1016314  1037332  1042345  1095040  1121369  1129709  8019563  8090509
  9677378 12523982 12599593 13382462 15926725 15927514 17329806]","[923849, 1091901, 1071277, 881047, 992730]"
2269,"[ 951590  995785 1080414 1082185 1106064 1118393  826249  828525  932182
  963971  987562  988693 1003600 1079987 7025496  843306  873550  883068
  899624 1016276 1094955 1106896 1022920  839818  916122  917826  995876
 1031740 1046584 1131713 9194207 9575181 1019443 1074516 1111116 1004705
 1005186  830582  844179  874972  948650 1068561 1092937 1120928 1135476
 6034857  882717  923746 1051323 1053690  866211]","[935578, 1046584, 905087, 1106064, 1068561]"
2270,"[  877798   927360   985911  1003188  1082185  1097815  1106301  6633075
 15717057 17329614   866211   948190  1005186  1011141   968036  1080414
 13095651 13511556   929605   845992   918771   831536   937649   937791
   957741   991864   873550   819927   859075   939578  1008892  1021715
  5566804  5592734  6034966   857849   938700   965766   999891  1039781
  1111825  7440663  9527487]","[5566804, 922561, 1034290, 996425, 1070803]"
2271,[ 885939  890610  995242 1082212 9832156  879948 1128665 7441391],"[5568072, 1032950, 1001277, 833870, 1038467]"
2272,"[  840227   862445   883665   914190   941741   951590   953539   970792
  1040807  1043869  1045586  1061203  1071342  1099157  1131879  1136341
  1137012  9677236 15596459   856942   866864   902887  1082185  1104343
  6773016 15596112  1043897   827656   940023   987571  1049027  1096458
  9526274 12301839 15972074  1064213  5567950   873085   836163   883932
   950200 12301338]","[953539, 1064213, 6773016, 872066, 1011645]"
2273,"[  853489   899624   920455  1028950   827919  1029743 13189899   825665
   880427  1082185 12330700]","[6979089, 825170, 998373, 9296804, 844282]"
2274,"[  834911   837413   838859   839208   844282   851716   860776   876237
   878996   885795   891961   901666   910184   911545   913210   919534
   928049   929768   942565   979792   999104  1023720  1028816  1029743
  1038217  1044078  1072523  1072685  1075796  1082185  1085604  1086740
  1094955  1098066  1102416  1106271  1110698  1139525  5565202  5566423
  5568721  6034857  7464084  8090521  8118500  8290587  9268695 12158063
 12385086 13115611 13511280 13511598 13910384 15715933 15715934 15778557
 15831035 17103940   879031   901302   903576   986912  9926758 15512235
 17105530   826385   831063   838186   845163   862010   862732   890610
   892603   904435   930603   932298  1009449  1040807  1074271  1101010
  1128812  6703894  6919363  7410346  9835223  9881592 12324954  6534178
   843127   866211   904236   904422   906262   926903   957741   973983
   979877   988957   999971  1001680  1003188  1007136  1044487  1084036
  1101771  1112238  6534480  9802831 13094772 13876741 13945244 15596109
 15596872 16053142 16100266   819840   829291   853887   854852   860194
   887608   894511   918368   924273   930283   943393   944402   951590
   955075   971922   983584  1014915  1033846  1036289  1077143  1079987
  1110843  1116624  1131382  1135868  5565122  5568197  5568249  5585510
  6424460  8119000  9245106 12385373 17900896]","[1009449, 883186, 839208, 1131321, 1084036]"
